,r,l
0,26.0,26
1,15.0,15
2,15.0,15
3,18.0,18
4,19.0,19
5,16.0,16
6,14.0,14
7,21.0,21
8,16.0,16
9,48.0,48
10,35.0,35
11,16.0,16
12,26.0,26
13,27.0,27
14,18.0,18
15,29.0,29
16,43.0,43
17,28.0,28
18,53.0,53
19,18.0,18
20,35.0,35
21,46.0,46
22,24.0,24
23,20.0,20
24,29.0,29
25,15.0,15
26,42.0,42
27,103.0,103
28,31.0,31
29,26.0,26
30,66.0,66
31,41.0,41
32,18.0,18
33,36.0,36
34,24.0,24
35,18.0,18
36,54.0,54
37,22.0,22
38,34.0,34
39,62.0,62
40,25.0,25
41,22.0,22
42,40.0,40
43,19.0,19
44,24.0,24
45,31.0,31
46,40.0,40
47,21.0,21
48,37.0,37
49,37.0,37
50,24.0,24
51,53.0,53
52,11.0,11
53,14.0,14
54,53.0,53
55,53.0,53
56,14.0,14
57,36.0,36
58,22.0,22
59,28.0,28
60,15.0,15
61,28.0,28
62,45.0,45
63,15.0,15
64,41.0,41
65,20.0,20
66,18.0,18
67,43.0,43
68,16.0,16
69,23.0,23
70,17.0,17
71,30.0,30
72,121.0,121
73,19.0,19
74,78.0,78
75,21.0,21
76,24.0,24
77,30.0,30
78,28.0,28
79,27.0,27
80,90.0,90
81,83.0,83
82,98.0,98
83,39.0,39
84,27.0,27
85,160.0,160
86,26.0,26
87,128.0,128
88,20.0,20
89,54.0,54
90,43.0,43
91,34.0,34
92,81.0,81
93,71.0,71
94,15.0,15
95,39.0,39
96,26.0,26
97,82.0,82
98,126.0,126
99,68.0,68
100,25.0,25
101,24.0,24
102,83.0,83
103,36.0,36
104,54.0,54
105,56.0,56
106,19.0,19
107,107.0,107
108,32.0,32
109,30.0,30
110,42.0,42
111,197.0,197
112,105.0,105
113,160.0,160
114,139.0,139
115,121.0,121
116,113.0,113
117,129.0,129
118,113.0,113
119,29.0,29
120,58.0,58
121,71.0,71
122,39.0,39
123,152.0,152
124,65.0,65
125,31.0,31
126,81.0,81
127,78.0,78
128,59.0,59
129,67.0,67
130,103.0,103
131,87.0,87
132,76.0,76
133,246.0,246
134,146.0,146
135,202.0,202
136,134.0,134
137,46.0,46
138,64.0,64
139,113.0,113
140,217.0,217
141,44.0,44
142,102.0,102
143,89.0,89
144,79.0,79
145,83.0,83
146,87.0,87
147,109.0,109
148,163.0,163
149,44.0,44
150,99.0,99
151,76.0,76
152,95.0,95
153,110.0,110
154,83.0,83
155,154.0,154
156,116.0,116
157,137.0,137
158,114.0,114
