,r,l
0,22.0,22
1,38.0,38
2,18.0,18
3,37.0,37
4,18.0,18
5,38.0,38
6,26.0,26
7,55.0,55
8,46.0,46
9,12.0,12
10,13.0,13
11,18.0,18
12,48.0,48
13,22.0,22
14,19.0,19
15,55.0,55
16,56.0,56
17,13.0,13
18,16.0,16
19,25.0,25
20,36.0,36
21,38.0,38
22,12.0,12
23,32.0,32
24,14.0,14
25,19.0,19
26,24.0,24
27,21.0,21
28,28.0,28
29,29.0,29
30,24.0,24
31,21.0,21
32,14.0,14
33,26.0,26
34,14.0,14
35,10.0,10
36,17.0,17
37,54.0,54
38,11.0,11
39,10.0,10
40,24.0,24
41,24.0,24
42,13.0,13
43,18.0,18
44,12.0,12
45,16.0,16
46,10.0,10
47,14.0,14
48,16.0,16
49,11.0,11
50,17.0,17
51,20.0,20
52,10.0,10
53,20.0,20
54,15.0,15
55,14.0,14
56,12.0,12
57,14.0,14
58,12.0,12
59,11.0,11
60,9.0,9
61,8.0,8
62,15.0,15
63,14.0,14
64,7.0,7
65,11.0,11
66,17.0,17
67,13.0,13
68,14.0,14
69,13.0,13
70,11.0,11
71,12.0,12
72,8.0,8
73,14.0,14
74,10.0,10
75,14.0,14
76,9.0,9
77,15.0,15
78,12.0,12
79,13.0,13
80,12.0,12
81,12.0,12
82,9.0,9
83,9.0,9
84,12.0,12
85,13.0,13
86,16.0,16
87,9.0,9
88,16.0,16
89,16.0,16
90,17.0,17
91,17.0,17
92,10.0,10
93,10.0,10
94,18.0,18
95,20.0,20
96,52.0,52
97,16.0,16
98,12.0,12
99,22.0,22
100,11.0,11
101,11.0,11
102,15.0,15
103,15.0,15
104,13.0,13
105,11.0,11
106,28.0,28
107,24.0,24
108,22.0,22
109,25.0,25
110,18.0,18
111,26.0,26
112,27.0,27
113,16.0,16
114,32.0,32
115,18.0,18
116,20.0,20
117,18.0,18
118,18.0,18
119,49.0,49
120,22.0,22
121,23.0,23
122,16.0,16
123,28.0,28
124,20.0,20
125,16.0,16
126,13.0,13
127,11.0,11
128,14.0,14
129,16.0,16
130,15.0,15
131,17.0,17
132,15.0,15
133,12.0,12
134,10.0,10
135,12.0,12
136,12.0,12
137,13.0,13
138,18.0,18
139,11.0,11
140,15.0,15
141,15.0,15
142,24.0,24
143,17.0,17
144,14.0,14
145,13.0,13
146,21.0,21
147,16.0,16
148,17.0,17
149,9.0,9
150,20.0,20
151,29.0,29
152,11.0,11
153,19.0,19
154,21.0,21
155,44.0,44
156,13.0,13
157,25.0,25
158,22.0,22
159,11.0,11
160,25.0,25
161,16.0,16
162,57.0,57
163,22.0,22
164,22.0,22
165,44.0,44
166,16.0,16
167,17.0,17
168,26.0,26
169,37.0,37
170,68.0,68
171,26.0,26
172,57.0,57
173,84.0,84
174,35.0,35
175,28.0,28
176,10.0,10
177,47.0,47
178,25.0,25
179,18.0,18
180,22.0,22
181,15.0,15
182,21.0,21
183,22.0,22
184,15.0,15
185,46.0,46
186,15.0,15
187,25.0,25
188,68.0,68
189,49.0,49
190,22.0,22
191,12.0,12
192,47.0,47
193,15.0,15
194,12.0,12
195,51.0,51
196,19.0,19
197,32.0,32
198,30.0,30
199,89.0,89
200,122.0,122
201,58.0,58
202,144.0,144
203,85.0,85
204,60.0,60
205,32.0,32
206,83.0,83
207,61.0,61
208,45.0,45
209,38.0,38
210,109.0,109
211,43.0,43
212,141.0,141
213,90.0,90
214,45.0,45
215,63.0,63
216,50.0,50
217,64.0,64
218,76.0,76
219,64.0,64
220,66.0,66
221,107.0,107
222,72.0,72
223,92.0,92
224,126.0,126
225,66.0,66
226,101.0,101
227,89.0,89
228,62.0,62
229,69.0,69
230,35.0,35
231,103.0,103
232,121.0,121
233,78.0,78
234,59.0,59
235,73.0,73
236,62.0,62
237,100.0,100
238,103.0,103
239,102.0,102
240,106.0,106
241,84.0,84
242,93.0,93
243,71.0,71
244,86.0,86
245,216.0,216
246,130.0,130
247,138.0,138
248,120.0,120
249,128.0,128
250,221.0,221
251,176.0,176
252,117.0,117
253,39.0,39
254,70.0,70
255,63.0,63
256,40.0,40
257,49.0,49
258,52.0,52
259,23.0,23
260,28.0,28
261,56.0,56
262,35.0,35
263,58.0,58
264,45.0,45
265,77.0,77
266,59.0,59
267,88.0,88
268,66.0,66
269,144.0,144
270,71.0,71
271,118.0,118
272,97.0,97
273,222.0,222
274,93.0,93
275,106.0,106
276,103.0,103
277,117.0,117
278,142.0,142
279,84.0,84
280,39.0,39
281,86.0,86
282,65.0,65
283,61.0,61
284,84.0,84
285,135.0,135
286,185.0,185
287,30.0,30
288,54.0,54
289,82.0,82
290,107.0,107
291,115.0,115
292,122.0,122
293,140.0,140
294,79.0,79
295,61.0,61
296,71.0,71
297,57.0,57
298,36.0,36
299,91.0,91
300,115.0,115
301,83.0,83
302,110.0,110
303,44.0,44
304,108.0,108
305,65.0,65
306,93.0,93
307,123.0,123
308,121.0,121
309,61.0,61
310,48.0,48
311,119.0,119
312,58.0,58
313,43.0,43
314,54.0,54
315,67.0,67
316,74.0,74
317,67.0,67
318,27.0,27
319,37.0,37
320,34.0,34
321,24.0,24
322,47.0,47
323,33.0,33
324,47.0,47
325,24.0,24
326,24.0,24
327,27.0,27
328,25.0,25
329,23.0,23
330,19.0,19
331,34.0,34
332,31.0,31
333,15.0,15
334,29.0,29
335,14.0,14
336,25.0,25
337,21.0,21
338,24.0,24
339,22.0,22
340,30.0,30
341,30.0,30
342,30.0,30
343,17.0,17
344,27.0,27
345,36.0,36
346,15.0,15
347,36.0,36
348,39.0,39
349,21.0,21
350,15.0,15
351,28.0,28
352,44.0,44
353,21.0,21
354,17.0,17
355,24.0,24
356,47.0,47
357,27.0,27
358,19.0,19
359,31.0,31
360,18.0,18
361,31.0,31
362,37.0,37
363,22.0,22
364,17.0,17
365,50.0,50
366,32.0,32
367,43.0,43
368,49.0,49
369,29.0,29
370,32.0,32
371,31.0,31
372,41.0,41
