,r,l
0,11.0,11
1,14.0,14
2,25.0,25
3,32.0,32
4,17.0,17
5,17.0,17
6,26.0,26
7,16.0,16
8,16.0,16
9,15.0,15
10,14.0,14
11,13.0,13
12,18.0,18
13,8.0,8
14,13.0,13
15,24.0,24
16,41.0,41
17,14.0,14
18,19.0,19
19,25.0,25
20,19.0,19
21,15.0,15
22,13.0,13
23,11.0,11
24,17.0,17
25,22.0,22
26,15.0,15
27,13.0,13
28,13.0,13
29,29.0,29
30,20.0,20
31,16.0,16
32,21.0,21
33,18.0,18
34,19.0,19
35,13.0,13
36,20.0,20
37,32.0,32
38,28.0,28
39,31.0,31
40,23.0,23
41,11.0,11
42,25.0,25
43,17.0,17
44,32.0,32
45,41.0,41
46,26.0,26
47,35.0,35
48,20.0,20
49,27.0,27
50,66.0,66
51,36.0,36
52,33.0,33
53,30.0,30
54,31.0,31
55,19.0,19
56,34.0,34
57,44.0,44
58,31.0,31
59,25.0,25
60,22.0,22
61,25.0,25
62,21.0,21
63,36.0,36
64,19.0,19
65,29.0,29
66,30.0,30
67,43.0,43
68,76.0,76
69,17.0,17
70,54.0,54
71,103.0,103
72,33.0,33
73,48.0,48
74,26.0,26
75,47.0,47
76,68.0,68
77,82.0,82
78,42.0,42
79,18.0,18
80,26.0,26
81,39.0,39
82,38.0,38
83,48.0,48
84,69.0,69
85,56.0,56
86,76.0,76
87,49.0,49
88,22.0,22
89,35.0,35
90,42.0,42
91,40.0,40
92,32.0,32
93,26.0,26
94,68.0,68
95,47.0,47
96,35.0,35
97,43.0,43
98,22.0,22
99,50.0,50
100,68.0,68
101,37.0,37
102,30.0,30
103,123.0,123
104,49.0,49
105,60.0,60
106,43.0,43
107,62.0,62
108,142.0,142
109,24.0,24
110,132.0,132
111,27.0,27
112,177.0,177
113,31.0,31
114,36.0,36
115,68.0,68
116,104.0,104
117,95.0,95
118,109.0,109
119,40.0,40
120,30.0,30
121,48.0,48
122,111.0,111
123,61.0,61
124,133.0,133
125,43.0,43
126,54.0,54
127,69.0,69
128,122.0,122
129,53.0,53
130,61.0,61
131,67.0,67
132,98.0,98
133,98.0,98
134,340.0,340
135,36.0,36
136,114.0,114
137,43.0,43
138,136.0,136
139,312.0,312
140,144.0,144
141,106.0,106
142,48.0,48
143,120.0,120
144,91.0,91
145,73.0,73
