,r,l
0,47.0,47
1,29.0,29
2,34.0,34
3,29.0,29
4,14.0,14
5,13.0,13
6,21.0,21
7,20.0,20
8,33.0,33
9,40.0,40
10,29.0,29
11,33.0,33
12,15.0,15
13,12.0,12
14,11.0,11
15,11.0,11
16,10.0,10
17,17.0,17
18,28.0,28
19,44.0,44
20,14.0,14
21,17.0,17
22,19.0,19
23,15.0,15
24,17.0,17
25,20.0,20
26,17.0,17
27,7.0,7
28,16.0,16
29,11.0,11
30,17.0,17
31,16.0,16
32,11.0,11
33,18.0,18
34,15.0,15
35,22.0,22
36,13.0,13
37,23.0,23
38,20.0,20
39,14.0,14
40,14.0,14
41,15.0,15
42,15.0,15
43,17.0,17
44,21.0,21
45,12.0,12
46,13.0,13
47,17.0,17
48,14.0,14
49,15.0,15
50,9.0,9
51,18.0,18
52,9.0,9
53,17.0,17
54,14.0,14
55,14.0,14
56,14.0,14
57,17.0,17
58,12.0,12
59,15.0,15
60,18.0,18
61,9.0,9
62,11.0,11
63,11.0,11
64,13.0,13
65,12.0,12
66,15.0,15
67,11.0,11
68,9.0,9
69,9.0,9
70,9.0,9
71,8.0,8
72,23.0,23
73,14.0,14
74,11.0,11
75,12.0,12
76,13.0,13
77,10.0,10
78,12.0,12
79,17.0,17
80,11.0,11
81,7.0,7
82,17.0,17
83,24.0,24
84,17.0,17
85,27.0,27
86,18.0,18
87,11.0,11
88,11.0,11
89,14.0,14
90,15.0,15
91,16.0,16
92,24.0,24
93,14.0,14
94,31.0,31
95,14.0,14
96,13.0,13
97,21.0,21
98,28.0,28
99,22.0,22
100,36.0,36
101,22.0,22
102,21.0,21
103,16.0,16
104,24.0,24
105,13.0,13
106,45.0,45
107,23.0,23
108,19.0,19
109,26.0,26
110,13.0,13
111,26.0,26
112,15.0,15
113,15.0,15
114,18.0,18
115,29.0,29
116,26.0,26
117,14.0,14
118,19.0,19
119,18.0,18
120,9.0,9
121,14.0,14
122,11.0,11
123,18.0,18
124,8.0,8
125,13.0,13
126,15.0,15
127,24.0,24
128,31.0,31
129,12.0,12
130,24.0,24
131,33.0,33
132,46.0,46
133,16.0,16
134,12.0,12
135,20.0,20
136,11.0,11
137,76.0,76
138,10.0,10
139,16.0,16
140,12.0,12
141,14.0,14
142,32.0,32
143,19.0,19
144,12.0,12
145,20.0,20
146,23.0,23
147,11.0,11
148,15.0,15
149,21.0,21
150,21.0,21
151,40.0,40
152,18.0,18
153,16.0,16
154,17.0,17
155,27.0,27
156,26.0,26
157,23.0,23
158,27.0,27
159,30.0,30
160,42.0,42
161,32.0,32
162,20.0,20
163,39.0,39
164,49.0,49
165,14.0,14
166,19.0,19
167,19.0,19
168,27.0,27
169,13.0,13
170,18.0,18
171,28.0,28
172,28.0,28
173,14.0,14
174,11.0,11
175,13.0,13
176,13.0,13
177,11.0,11
178,11.0,11
179,9.0,9
180,10.0,10
181,14.0,14
182,23.0,23
183,14.0,14
184,23.0,23
185,21.0,21
186,19.0,19
187,9.0,9
188,17.0,17
189,24.0,24
190,25.0,25
191,23.0,23
192,15.0,15
193,17.0,17
194,23.0,23
195,10.0,10
196,15.0,15
197,19.0,19
198,13.0,13
199,12.0,12
200,14.0,14
201,15.0,15
202,26.0,26
203,32.0,32
204,14.0,14
205,22.0,22
206,25.0,25
207,20.0,20
208,13.0,13
209,12.0,12
210,35.0,35
211,42.0,42
212,39.0,39
213,44.0,44
214,29.0,29
215,14.0,14
216,39.0,39
217,35.0,35
218,14.0,14
219,26.0,26
220,55.0,55
221,11.0,11
222,18.0,18
223,34.0,34
224,13.0,13
225,17.0,17
226,24.0,24
227,16.0,16
228,21.0,21
229,22.0,22
230,17.0,17
231,25.0,25
232,17.0,17
233,24.0,24
234,47.0,47
235,29.0,29
236,58.0,58
237,25.0,25
238,23.0,23
239,19.0,19
240,79.0,79
241,42.0,42
242,62.0,62
243,16.0,16
244,16.0,16
245,57.0,57
246,48.0,48
247,40.0,40
248,37.0,37
249,39.0,39
250,53.0,53
251,51.0,51
252,53.0,53
253,41.0,41
254,48.0,48
255,48.0,48
256,43.0,43
257,49.0,49
258,38.0,38
259,32.0,32
260,78.0,78
261,57.0,57
262,101.0,101
263,65.0,65
264,94.0,94
265,39.0,39
266,47.0,47
267,39.0,39
268,32.0,32
269,41.0,41
270,143.0,143
271,58.0,58
272,26.0,26
273,24.0,24
274,64.0,64
275,64.0,64
276,52.0,52
277,89.0,89
278,75.0,75
279,57.0,57
280,67.0,67
281,86.0,86
282,53.0,53
283,82.0,82
284,183.0,183
285,66.0,66
286,73.0,73
287,177.0,177
288,72.0,72
289,93.0,93
290,125.0,125
291,79.0,79
292,67.0,67
293,103.0,103
294,81.0,81
295,161.0,161
296,120.0,120
297,70.0,70
298,117.0,117
299,219.0,219
300,89.0,89
301,161.0,161
302,89.0,89
303,64.0,64
304,95.0,95
305,118.0,118
306,72.0,72
307,139.0,139
308,70.0,70
309,69.0,69
310,54.0,54
311,41.0,41
312,46.0,46
313,49.0,49
314,95.0,95
315,45.0,45
316,45.0,45
317,122.0,122
318,53.0,53
319,100.0,100
320,40.0,40
321,44.0,44
322,34.0,34
323,40.0,40
324,24.0,24
325,32.0,32
326,50.0,50
327,49.0,49
328,30.0,30
329,26.0,26
330,19.0,19
331,41.0,41
332,29.0,29
333,59.0,59
334,29.0,29
335,44.0,44
336,49.0,49
337,59.0,59
338,62.0,62
339,32.0,32
340,74.0,74
341,54.0,54
342,69.0,69
343,55.0,55
344,47.0,47
345,43.0,43
346,55.0,55
347,44.0,44
348,48.0,48
349,75.0,75
350,73.0,73
351,53.0,53
352,30.0,30
353,29.0,29
354,57.0,57
355,71.0,71
356,22.0,22
357,65.0,65
358,68.0,68
359,50.0,50
360,56.0,56
361,23.0,23
362,38.0,38
363,79.0,79
364,22.0,22
365,45.0,45
366,30.0,30
367,38.0,38
368,55.0,55
369,38.0,38
370,67.0,67
371,54.0,54
372,63.0,63
373,29.0,29
374,37.0,37
375,24.0,24
376,44.0,44
377,21.0,21
378,74.0,74
379,64.0,64
380,37.0,37
381,36.0,36
382,44.0,44
383,30.0,30
384,23.0,23
385,43.0,43
386,26.0,26
387,43.0,43
388,28.0,28
389,19.0,19
390,47.0,47
391,27.0,27
392,27.0,27
393,19.0,19
394,48.0,48
395,39.0,39
396,33.0,33
397,33.0,33
398,26.0,26
399,22.0,22
400,35.0,35
401,20.0,20
402,30.0,30
403,58.0,58
404,26.0,26
405,24.0,24
406,27.0,27
407,52.0,52
408,20.0,20
409,41.0,41
410,31.0,31
411,38.0,38
412,44.0,44
413,66.0,66
414,31.0,31
415,53.0,53
416,22.0,22
417,83.0,83
418,34.0,34
419,56.0,56
420,33.0,33
421,65.0,65
422,116.0,116
423,27.0,27
424,48.0,48
425,55.0,55
426,81.0,81
427,37.0,37
428,35.0,35
429,25.0,25
430,32.0,32
431,26.0,26
432,104.0,104
433,69.0,69
434,53.0,53
435,79.0,79
436,30.0,30
437,28.0,28
438,99.0,99
439,31.0,31
440,79.0,79
441,56.0,56
442,35.0,35
443,44.0,44
444,43.0,43
445,42.0,42
446,88.0,88
447,33.0,33
448,29.0,29
449,55.0,55
450,36.0,36
451,65.0,65
452,30.0,30
453,106.0,106
454,65.0,65
455,24.0,24
456,102.0,102
457,39.0,39
458,37.0,37
459,53.0,53
460,54.0,54
461,42.0,42
462,57.0,57
463,46.0,46
464,41.0,41
465,63.0,63
466,60.0,60
467,68.0,68
468,53.0,53
469,142.0,142
470,70.0,70
471,73.0,73
472,31.0,31
473,55.0,55
474,155.0,155
475,106.0,106
476,40.0,40
477,52.0,52
478,142.0,142
479,82.0,82
480,44.0,44
481,93.0,93
482,27.0,27
483,50.0,50
484,71.0,71
485,33.0,33
486,64.0,64
487,43.0,43
488,23.0,23
489,22.0,22
490,32.0,32
491,59.0,59
492,21.0,21
493,30.0,30
494,26.0,26
495,59.0,59
496,27.0,27
497,57.0,57
498,21.0,21
499,51.0,51
500,52.0,52
501,26.0,26
502,52.0,52
503,42.0,42
504,67.0,67
505,55.0,55
506,58.0,58
507,34.0,34
508,74.0,74
509,26.0,26
510,74.0,74
511,47.0,47
512,97.0,97
513,87.0,87
514,133.0,133
515,135.0,135
516,56.0,56
517,69.0,69
518,75.0,75
519,275.0,275
520,75.0,75
521,80.0,80
522,107.0,107
523,82.0,82
524,56.0,56
525,145.0,145
526,97.0,97
527,62.0,62
528,138.0,138
529,168.0,168
530,58.0,58
531,43.0,43
532,37.0,37
533,27.0,27
534,41.0,41
535,44.0,44
536,42.0,42
537,71.0,71
538,55.0,55
539,53.0,53
540,61.0,61
541,56.0,56
542,53.0,53
543,33.0,33
544,40.0,40
545,65.0,65
546,37.0,37
547,47.0,47
548,59.0,59
549,54.0,54
550,88.0,88
551,95.0,95
552,53.0,53
553,67.0,67
554,100.0,100
555,110.0,110
556,41.0,41
557,108.0,108
558,95.0,95
559,102.0,102
560,111.0,111
561,185.0,185
562,101.0,101
563,70.0,70
564,193.0,193
565,168.0,168
566,62.0,62
567,117.0,117
568,210.0,210
569,170.0,170
570,84.0,84
571,165.0,165
572,163.0,163
573,155.0,155
574,86.0,86
575,141.0,141
576,81.0,81
577,43.0,43
578,90.0,90
579,51.0,51
580,45.0,45
581,86.0,86
582,95.0,95
583,80.0,80
584,105.0,105
585,63.0,63
586,108.0,108
587,56.0,56
588,51.0,51
589,80.0,80
590,43.0,43
591,51.0,51
592,62.0,62
593,100.0,100
594,96.0,96
595,51.0,51
596,46.0,46
597,62.0,62
598,81.0,81
599,54.0,54
600,135.0,135
601,57.0,57
602,46.0,46
603,157.0,157
604,68.0,68
605,76.0,76
606,72.0,72
607,189.0,189
608,79.0,79
609,64.0,64
610,77.0,77
611,121.0,121
612,98.0,98
613,184.0,184
614,419.0,419
615,177.0,177
616,107.0,107
617,225.0,225
618,129.0,129
619,238.0,238
620,86.0,86
621,288.0,288
622,220.0,220
623,95.0,95
624,160.0,160
625,152.0,152
626,127.0,127
627,241.0,241
628,223.0,223
629,203.0,203
630,49.0,49
631,117.0,117
632,91.0,91
633,122.0,122
634,50.0,50
635,106.0,106
636,62.0,62
637,105.0,105
638,49.0,49
639,108.0,108
640,56.0,56
641,95.0,95
642,66.0,66
643,105.0,105
644,78.0,78
645,139.0,139
646,63.0,63
647,188.0,188
648,161.0,161
649,106.0,106
650,118.0,118
651,210.0,210
652,278.0,278
653,309.0,309
654,231.0,231
655,267.0,267
656,273.0,273
657,90.0,90
658,95.0,95
659,122.0,122
660,97.0,97
661,174.0,174
662,92.0,92
663,97.0,97
664,350.0,350
665,86.0,86
666,119.0,119
667,115.0,115
668,120.0,120
669,186.0,186
670,142.0,142
671,122.0,122
672,102.0,102
673,125.0,125
674,102.0,102
675,97.0,97
676,150.0,150
677,108.0,108
678,172.0,172
679,334.0,334
680,119.0,119
681,123.0,123
682,350.0,350
683,424.0,424
684,204.0,204
685,220.0,220
686,343.0,343
687,436.0,436
688,267.0,267
689,205.0,205
690,139.0,139
691,171.0,171
692,331.0,331
693,346.0,346
694,329.0,329
695,280.0,280
696,271.0,271
697,179.0,179
698,145.0,145
699,242.0,242
700,371.0,371
701,537.0,537
702,282.0,282
703,207.0,207
704,217.0,217
705,111.0,111
706,109.0,109
707,132.0,132
708,219.0,219
709,303.0,303
710,554.0,554
711,350.0,350
