,r,l
0,20.0,20
1,35.0,35
2,13.0,13
3,24.0,24
4,17.0,17
5,22.0,22
6,27.0,27
7,12.0,12
8,26.0,26
9,14.0,14
10,29.0,29
11,19.0,19
12,11.0,11
13,10.0,10
14,15.0,15
15,14.0,14
16,10.0,10
17,17.0,17
18,15.0,15
19,12.0,12
20,21.0,21
21,25.0,25
22,13.0,13
23,30.0,30
24,12.0,12
25,12.0,12
26,27.0,27
27,12.0,12
28,12.0,12
29,29.0,29
30,30.0,30
31,14.0,14
32,15.0,15
33,31.0,31
34,17.0,17
35,42.0,42
36,34.0,34
37,14.0,14
38,15.0,15
39,23.0,23
40,14.0,14
41,33.0,33
42,24.0,24
43,18.0,18
44,28.0,28
45,50.0,50
46,10.0,10
47,20.0,20
48,14.0,14
49,16.0,16
50,12.0,12
51,14.0,14
52,21.0,21
53,19.0,19
54,11.0,11
55,19.0,19
56,20.0,20
57,18.0,18
58,13.0,13
59,27.0,27
60,8.0,8
61,18.0,18
62,82.0,82
63,24.0,24
64,13.0,13
65,15.0,15
66,16.0,16
67,11.0,11
68,37.0,37
69,13.0,13
70,23.0,23
71,19.0,19
72,19.0,19
73,21.0,21
74,14.0,14
75,13.0,13
76,14.0,14
77,25.0,25
78,50.0,50
79,35.0,35
80,31.0,31
81,15.0,15
82,14.0,14
83,29.0,29
84,32.0,32
85,18.0,18
86,31.0,31
87,18.0,18
88,14.0,14
89,45.0,45
90,14.0,14
91,33.0,33
92,29.0,29
93,31.0,31
94,24.0,24
95,55.0,55
96,19.0,19
97,17.0,17
98,26.0,26
99,36.0,36
100,15.0,15
101,19.0,19
102,14.0,14
103,24.0,24
104,21.0,21
105,12.0,12
106,10.0,10
107,28.0,28
108,21.0,21
109,17.0,17
110,19.0,19
111,14.0,14
112,21.0,21
113,13.0,13
114,15.0,15
115,12.0,12
116,9.0,9
117,17.0,17
118,9.0,9
119,31.0,31
120,9.0,9
121,11.0,11
122,16.0,16
123,14.0,14
124,16.0,16
125,11.0,11
126,16.0,16
127,14.0,14
128,12.0,12
129,14.0,14
130,13.0,13
131,16.0,16
132,12.0,12
133,13.0,13
134,15.0,15
135,11.0,11
136,16.0,16
137,12.0,12
138,10.0,10
139,12.0,12
140,23.0,23
141,10.0,10
142,15.0,15
143,24.0,24
144,11.0,11
145,16.0,16
146,16.0,16
147,15.0,15
148,16.0,16
149,43.0,43
150,24.0,24
151,13.0,13
152,32.0,32
153,12.0,12
154,21.0,21
155,23.0,23
156,28.0,28
157,43.0,43
158,27.0,27
159,30.0,30
160,29.0,29
161,65.0,65
162,23.0,23
163,27.0,27
164,29.0,29
165,65.0,65
166,14.0,14
167,14.0,14
168,45.0,45
169,19.0,19
170,39.0,39
171,71.0,71
172,75.0,75
173,45.0,45
174,63.0,63
175,22.0,22
176,30.0,30
177,19.0,19
178,37.0,37
179,63.0,63
180,33.0,33
181,25.0,25
182,30.0,30
183,43.0,43
184,25.0,25
185,16.0,16
186,14.0,14
187,16.0,16
188,35.0,35
189,21.0,21
190,21.0,21
191,11.0,11
192,17.0,17
193,24.0,24
194,11.0,11
195,12.0,12
196,40.0,40
197,21.0,21
198,12.0,12
199,16.0,16
200,13.0,13
201,54.0,54
202,36.0,36
203,20.0,20
204,12.0,12
205,18.0,18
206,16.0,16
207,29.0,29
208,43.0,43
209,98.0,98
210,19.0,19
211,29.0,29
212,11.0,11
213,47.0,47
214,25.0,25
215,38.0,38
216,17.0,17
217,31.0,31
218,36.0,36
219,76.0,76
220,62.0,62
221,35.0,35
222,26.0,26
223,14.0,14
224,38.0,38
225,28.0,28
226,10.0,10
227,30.0,30
228,16.0,16
229,11.0,11
230,50.0,50
231,22.0,22
232,25.0,25
233,20.0,20
234,26.0,26
235,29.0,29
236,19.0,19
237,14.0,14
238,23.0,23
239,42.0,42
240,46.0,46
241,48.0,48
242,37.0,37
243,33.0,33
244,25.0,25
245,37.0,37
246,118.0,118
247,82.0,82
248,44.0,44
249,130.0,130
250,45.0,45
251,29.0,29
252,75.0,75
