,r,l
0,14.0,14
1,35.0,35
2,11.0,11
3,25.0,25
4,18.0,18
5,13.0,13
6,22.0,22
7,26.0,26
8,8.0,8
9,36.0,36
10,27.0,27
11,19.0,19
12,16.0,16
13,47.0,47
14,27.0,27
15,25.0,25
16,15.0,15
17,30.0,30
18,21.0,21
19,30.0,30
20,23.0,23
21,35.0,35
22,17.0,17
23,19.0,19
24,24.0,24
25,24.0,24
26,22.0,22
27,45.0,45
28,70.0,70
29,34.0,34
30,30.0,30
31,18.0,18
32,30.0,30
33,25.0,25
34,21.0,21
35,30.0,30
36,20.0,20
37,11.0,11
38,35.0,35
39,29.0,29
40,23.0,23
41,16.0,16
42,15.0,15
43,15.0,15
44,10.0,10
45,15.0,15
46,26.0,26
47,26.0,26
48,17.0,17
49,31.0,31
50,10.0,10
51,19.0,19
52,39.0,39
53,16.0,16
54,18.0,18
55,9.0,9
56,24.0,24
57,18.0,18
58,20.0,20
59,27.0,27
60,19.0,19
61,14.0,14
62,23.0,23
63,20.0,20
64,29.0,29
65,11.0,11
66,12.0,12
67,15.0,15
68,10.0,10
69,18.0,18
70,29.0,29
71,11.0,11
72,20.0,20
73,22.0,22
74,27.0,27
75,22.0,22
76,15.0,15
77,22.0,22
78,18.0,18
79,24.0,24
80,15.0,15
81,17.0,17
82,26.0,26
83,17.0,17
84,21.0,21
85,12.0,12
86,19.0,19
87,16.0,16
88,15.0,15
89,16.0,16
90,16.0,16
91,23.0,23
92,18.0,18
93,14.0,14
94,33.0,33
95,23.0,23
96,15.0,15
97,19.0,19
98,38.0,38
99,26.0,26
100,17.0,17
101,14.0,14
102,31.0,31
103,12.0,12
104,15.0,15
105,70.0,70
106,15.0,15
107,26.0,26
108,41.0,41
109,15.0,15
110,24.0,24
111,46.0,46
112,29.0,29
113,53.0,53
114,25.0,25
115,47.0,47
116,28.0,28
117,23.0,23
118,17.0,17
119,32.0,32
120,25.0,25
121,30.0,30
122,18.0,18
123,19.0,19
124,31.0,31
125,14.0,14
126,18.0,18
127,27.0,27
128,23.0,23
129,13.0,13
130,25.0,25
131,11.0,11
132,14.0,14
133,19.0,19
134,19.0,19
135,18.0,18
136,21.0,21
137,14.0,14
138,22.0,22
139,16.0,16
140,11.0,11
141,17.0,17
142,15.0,15
143,12.0,12
144,15.0,15
145,21.0,21
146,28.0,28
147,40.0,40
148,30.0,30
149,36.0,36
150,36.0,36
151,82.0,82
152,43.0,43
153,52.0,52
154,44.0,44
155,123.0,123
156,117.0,117
157,12.0,12
158,34.0,34
159,109.0,109
160,42.0,42
161,40.0,40
162,37.0,37
163,25.0,25
164,41.0,41
165,96.0,96
166,38.0,38
167,79.0,79
168,21.0,21
169,37.0,37
170,45.0,45
171,78.0,78
172,43.0,43
173,38.0,38
174,47.0,47
175,53.0,53
176,21.0,21
177,66.0,66
178,26.0,26
179,194.0,194
180,37.0,37
181,68.0,68
182,33.0,33
183,98.0,98
184,53.0,53
185,97.0,97
186,27.0,27
187,27.0,27
188,36.0,36
189,82.0,82
190,23.0,23
191,42.0,42
192,49.0,49
193,267.0,267
194,104.0,104
195,89.0,89
196,100.0,100
197,118.0,118
198,203.0,203
199,157.0,157
200,72.0,72
201,135.0,135
202,116.0,116
203,161.0,161
204,28.0,28
205,24.0,24
206,137.0,137
207,108.0,108
208,140.0,140
209,176.0,176
210,108.0,108
211,131.0,131
212,82.0,82
213,172.0,172
214,140.0,140
215,203.0,203
216,130.0,130
217,153.0,153
218,194.0,194
219,91.0,91
220,88.0,88
221,163.0,163
222,171.0,171
223,175.0,175
224,341.0,341
225,345.0,345
226,87.0,87
227,297.0,297
228,99.0,99
229,172.0,172
230,167.0,167
231,177.0,177
232,78.0,78
233,103.0,103
234,89.0,89
235,122.0,122
236,122.0,122
237,310.0,310
238,194.0,194
239,169.0,169
240,202.0,202
241,230.0,230
242,139.0,139
243,208.0,208
244,173.0,173
245,335.0,335
246,424.0,424
247,169.0,169
248,170.0,170
249,222.0,222
250,418.0,418
251,204.0,204
252,221.0,221
253,323.0,323
254,189.0,189
255,333.0,333
256,363.0,363
257,235.0,235
258,94.0,94
259,327.0,327
260,269.0,269
261,171.0,171
262,206.0,206
263,180.0,180
264,215.0,215
265,195.0,195
266,107.0,107
267,163.0,163
268,114.0,114
269,251.0,251
270,182.0,182
271,113.0,113
272,131.0,131
273,145.0,145
274,137.0,137
275,97.0,97
276,112.0,112
277,128.0,128
278,289.0,289
279,299.0,299
280,277.0,277
281,103.0,103
282,297.0,297
283,85.0,85
284,110.0,110
285,336.0,336
