,r,l
0,14.0,14
1,21.0,21
2,47.0,47
3,26.0,26
4,9.0,9
5,24.0,24
6,23.0,23
7,23.0,23
8,24.0,24
9,17.0,17
10,17.0,17
11,36.0,36
12,17.0,17
13,14.0,14
14,14.0,14
15,15.0,15
16,25.0,25
17,17.0,17
18,32.0,32
19,18.0,18
20,28.0,28
21,29.0,29
22,28.0,28
23,24.0,24
24,15.0,15
25,32.0,32
26,51.0,51
27,21.0,21
28,15.0,15
29,22.0,22
30,42.0,42
31,36.0,36
32,23.0,23
33,25.0,25
34,21.0,21
35,17.0,17
36,25.0,25
37,20.0,20
38,29.0,29
39,39.0,39
40,37.0,37
41,13.0,13
42,39.0,39
43,24.0,24
44,69.0,69
45,26.0,26
46,12.0,12
47,25.0,25
48,30.0,30
49,20.0,20
50,27.0,27
51,30.0,30
52,30.0,30
53,27.0,27
54,12.0,12
55,45.0,45
56,84.0,84
57,23.0,23
58,15.0,15
59,35.0,35
60,44.0,44
61,30.0,30
62,47.0,47
63,13.0,13
64,33.0,33
65,20.0,20
66,33.0,33
67,16.0,16
68,30.0,30
69,38.0,38
70,15.0,15
71,17.0,17
72,37.0,37
73,13.0,13
74,31.0,31
75,19.0,19
76,23.0,23
77,38.0,38
78,35.0,35
79,16.0,16
80,41.0,41
81,44.0,44
82,24.0,24
83,30.0,30
84,50.0,50
85,14.0,14
86,14.0,14
87,21.0,21
88,22.0,22
89,29.0,29
90,60.0,60
91,35.0,35
92,15.0,15
93,34.0,34
94,35.0,35
95,22.0,22
96,26.0,26
97,39.0,39
98,20.0,20
99,54.0,54
100,41.0,41
101,19.0,19
102,20.0,20
103,20.0,20
104,27.0,27
105,31.0,31
106,98.0,98
107,109.0,109
108,22.0,22
109,14.0,14
110,25.0,25
111,22.0,22
112,34.0,34
113,41.0,41
114,13.0,13
115,54.0,54
116,16.0,16
117,15.0,15
118,24.0,24
119,25.0,25
120,38.0,38
121,27.0,27
122,35.0,35
123,13.0,13
124,21.0,21
125,24.0,24
126,111.0,111
127,20.0,20
128,19.0,19
129,29.0,29
130,67.0,67
131,48.0,48
132,17.0,17
133,26.0,26
134,49.0,49
135,103.0,103
136,45.0,45
137,18.0,18
138,54.0,54
139,52.0,52
140,26.0,26
141,39.0,39
142,57.0,57
143,32.0,32
144,21.0,21
145,45.0,45
146,16.0,16
147,46.0,46
148,28.0,28
149,41.0,41
150,34.0,34
151,32.0,32
152,21.0,21
153,19.0,19
154,26.0,26
155,20.0,20
156,32.0,32
157,27.0,27
158,17.0,17
159,14.0,14
160,14.0,14
161,17.0,17
162,23.0,23
163,21.0,21
164,16.0,16
165,16.0,16
166,17.0,17
167,23.0,23
168,22.0,22
169,19.0,19
170,18.0,18
171,30.0,30
172,16.0,16
173,19.0,19
174,15.0,15
175,17.0,17
176,21.0,21
177,29.0,29
178,28.0,28
179,26.0,26
180,25.0,25
181,25.0,25
182,22.0,22
183,15.0,15
184,26.0,26
185,13.0,13
186,30.0,30
187,26.0,26
188,20.0,20
189,15.0,15
190,26.0,26
191,22.0,22
192,31.0,31
193,22.0,22
194,15.0,15
195,31.0,31
196,23.0,23
197,51.0,51
198,34.0,34
199,21.0,21
200,35.0,35
201,32.0,32
202,22.0,22
203,25.0,25
204,24.0,24
205,33.0,33
206,39.0,39
207,47.0,47
208,21.0,21
209,30.0,30
210,15.0,15
