,r,l
0,12.0,12
1,12.0,12
2,20.0,20
3,40.0,40
4,23.0,23
5,34.0,34
6,13.0,13
7,10.0,10
8,38.0,38
9,23.0,23
10,17.0,17
11,42.0,42
12,15.0,15
13,21.0,21
14,21.0,21
15,20.0,20
16,10.0,10
17,21.0,21
18,87.0,87
19,41.0,41
20,15.0,15
21,22.0,22
22,16.0,16
23,39.0,39
24,19.0,19
25,20.0,20
26,26.0,26
27,9.0,9
28,20.0,20
29,14.0,14
30,18.0,18
31,19.0,19
32,28.0,28
33,11.0,11
34,14.0,14
35,19.0,19
36,23.0,23
37,10.0,10
38,17.0,17
39,29.0,29
40,15.0,15
41,11.0,11
42,20.0,20
43,19.0,19
44,14.0,14
45,15.0,15
46,12.0,12
47,13.0,13
48,15.0,15
49,11.0,11
50,18.0,18
51,17.0,17
52,11.0,11
53,17.0,17
54,14.0,14
55,17.0,17
56,17.0,17
57,14.0,14
58,15.0,15
59,9.0,9
60,13.0,13
61,8.0,8
62,15.0,15
63,16.0,16
64,14.0,14
65,9.0,9
66,12.0,12
67,9.0,9
68,14.0,14
69,12.0,12
70,13.0,13
71,10.0,10
72,8.0,8
73,7.0,7
74,11.0,11
75,9.0,9
76,7.0,7
77,13.0,13
78,11.0,11
79,8.0,8
80,8.0,8
81,9.0,9
82,12.0,12
83,11.0,11
84,10.0,10
85,13.0,13
86,9.0,9
87,11.0,11
88,14.0,14
89,10.0,10
90,8.0,8
91,12.0,12
92,12.0,12
93,11.0,11
94,13.0,13
95,10.0,10
96,10.0,10
97,8.0,8
98,13.0,13
99,9.0,9
100,13.0,13
101,9.0,9
102,13.0,13
103,9.0,9
104,12.0,12
105,8.0,8
106,11.0,11
107,9.0,9
108,11.0,11
109,10.0,10
110,12.0,12
111,12.0,12
112,12.0,12
113,8.0,8
114,9.0,9
115,14.0,14
116,13.0,13
117,8.0,8
118,10.0,10
119,14.0,14
120,9.0,9
121,10.0,10
122,12.0,12
123,9.0,9
124,9.0,9
125,10.0,10
126,11.0,11
127,7.0,7
128,7.0,7
129,7.0,7
130,11.0,11
131,12.0,12
132,14.0,14
133,12.0,12
134,9.0,9
135,9.0,9
136,15.0,15
137,18.0,18
138,10.0,10
139,11.0,11
140,8.0,8
141,7.0,7
142,8.0,8
143,10.0,10
144,14.0,14
145,15.0,15
146,14.0,14
147,14.0,14
148,15.0,15
149,10.0,10
150,13.0,13
151,13.0,13
152,12.0,12
153,13.0,13
154,23.0,23
155,7.0,7
156,14.0,14
157,23.0,23
158,11.0,11
159,18.0,18
160,24.0,24
161,11.0,11
162,7.0,7
163,11.0,11
164,32.0,32
165,10.0,10
166,18.0,18
167,30.0,30
168,28.0,28
169,26.0,26
170,23.0,23
171,20.0,20
172,19.0,19
173,9.0,9
174,16.0,16
175,28.0,28
176,13.0,13
177,19.0,19
178,18.0,18
179,23.0,23
180,36.0,36
181,17.0,17
182,19.0,19
183,13.0,13
184,40.0,40
185,48.0,48
186,11.0,11
187,22.0,22
188,28.0,28
189,22.0,22
190,14.0,14
191,26.0,26
192,11.0,11
193,12.0,12
194,28.0,28
195,17.0,17
196,16.0,16
197,16.0,16
198,26.0,26
199,16.0,16
200,38.0,38
201,22.0,22
202,21.0,21
203,18.0,18
204,28.0,28
205,34.0,34
206,22.0,22
207,49.0,49
208,18.0,18
209,31.0,31
210,17.0,17
211,77.0,77
212,30.0,30
213,42.0,42
214,21.0,21
215,41.0,41
216,18.0,18
217,30.0,30
218,25.0,25
219,58.0,58
220,24.0,24
221,21.0,21
222,39.0,39
223,73.0,73
224,15.0,15
225,44.0,44
226,18.0,18
227,25.0,25
228,34.0,34
229,22.0,22
230,12.0,12
231,43.0,43
232,44.0,44
233,65.0,65
234,21.0,21
235,24.0,24
236,15.0,15
237,26.0,26
238,44.0,44
239,37.0,37
240,30.0,30
241,38.0,38
242,19.0,19
243,23.0,23
244,20.0,20
245,39.0,39
246,54.0,54
247,52.0,52
248,49.0,49
249,36.0,36
250,23.0,23
251,70.0,70
252,18.0,18
253,36.0,36
254,109.0,109
255,42.0,42
256,40.0,40
257,72.0,72
258,122.0,122
259,37.0,37
260,84.0,84
261,28.0,28
262,37.0,37
263,131.0,131
264,95.0,95
265,28.0,28
266,114.0,114
267,87.0,87
268,93.0,93
269,53.0,53
270,89.0,89
271,64.0,64
272,226.0,226
273,99.0,99
274,81.0,81
275,109.0,109
276,84.0,84
277,88.0,88
278,123.0,123
279,101.0,101
280,237.0,237
281,107.0,107
282,109.0,109
283,144.0,144
284,86.0,86
285,125.0,125
286,83.0,83
287,66.0,66
288,118.0,118
289,92.0,92
290,107.0,107
291,102.0,102
292,60.0,60
293,122.0,122
294,88.0,88
295,140.0,140
296,158.0,158
297,244.0,244
298,103.0,103
299,133.0,133
300,128.0,128
301,67.0,67
302,250.0,250
303,172.0,172
304,103.0,103
305,173.0,173
306,203.0,203
307,148.0,148
308,81.0,81
309,100.0,100
310,87.0,87
311,97.0,97
